"V1"
c("combined=Crossing=1, Bump=1, Junction=1, Stop=1", "State=DC")
c("combined=Crossing=1, Bump=1, Junction=0, Stop=1", "State=NY")
c("combined=Crossing=1, Bump=1, Junction=0, Stop=1", "State=MT")
c("combined=Crossing=1, Bump=1, Junction=1, Stop=1", "State=CA")
c("combined=Crossing=1, Bump=1, Junction=1, Stop=1", "State=CA")
c("combined=Crossing=1, Bump=1, Junction=1, Stop=1", "State=TX")
c("combined=Crossing=1, Bump=1, Junction=1, Stop=1", "State=IL")
c("combined=Crossing=1, Bump=1, Junction=1, Stop=1", "State=FL")
c("combined=Crossing=1, Bump=1, Junction=1, Stop=1", "State=NV")
c("combined=Crossing=1, Bump=1, Junction=1, Stop=1", "State=FL")
c("combined=Crossing=1, Bump=1, Junction=1, Stop=1", "State=TX")
c("combined=Crossing=0, Bump=1, Junction=1, Stop=1", "State=FL")
c("combined=Crossing=1, Bump=1, Junction=1, Stop=1", "State=TX")
c("combined=Crossing=1, Bump=1, Junction=1, Stop=1", "State=FL")
c("combined=Crossing=1, Bump=1, Junction=1, Stop=1", "State=AZ")
c("combined=Crossing=1, Bump=1, Junction=1, Stop=1", "State=SC")
c("combined=Crossing=1, Bump=1, Junction=1, Stop=1", "State=VA")
c("combined=Crossing=1, Bump=1, Junction=1, Stop=1", "State=CA")
c("combined=Crossing=0, Bump=1, Junction=1, Stop=1", "State=FL")
c("combined=Crossing=1, Bump=1, Junction=1, Stop=1", "State=MO")
c("combined=Crossing=1, Bump=1, Junction=1, Stop=1", "State=PA")
c("combined=Crossing=1, Bump=1, Junction=1, Stop=1", "State=FL")
c("combined=Crossing=1, Bump=1, Junction=1, Stop=1", "State=VA")
c("combined=Crossing=1, Bump=1, Junction=1, Stop=1", "State=LA")
c("combined=Crossing=0, Bump=1, Junction=1, Stop=1", "State=FL")
c("combined=Crossing=1, Bump=1, Junction=1, Stop=1", "State=CA")
c("combined=Crossing=1, Bump=1, Junction=1, Stop=1", "State=FL")
c("combined=Crossing=1, Bump=1, Junction=1, Stop=1", "State=MD")
c("combined=Crossing=1, Bump=1, Junction=1, Stop=1", "State=FL")
c("combined=Crossing=1, Bump=1, Junction=1, Stop=1", "State=CA")
